球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,35,58.3%,147.3,7,7,10,5,68.6%,30.4%,.000,8,0,0,3,0,0
スライダー,7,11.7%,125.1,1,3,0,0,57.1%,25.0%,.333,3,1,0,1,0,0
カットボール,5,8.3%,130.8,1,1,0,2,40.0%,50.0%,.000,2,0,0,1,0,0
フォーク,4,6.7%,135.0,3,0,0,0,75.0%,75.0%,.000,4,0,0,3,0,0
カーブ,3,5.0%,120.0,1,0,1,1,66.7%,50.0%,-,0,0,0,0,0,0
スプリット,3,5.0%,142.3,0,0,1,2,33.3%,0.0%,-,0,0,0,0,0,0
ツーシーム,2,3.3%,134.5,0,0,1,1,50.0%,0.0%,-,0,0,0,0,0,0
縦スライダー,1,1.7%,130.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
