球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,199,45.3%,145.6,16,31,54,56,50.8%,14.3%,0.313,48,15,2,7,5,2
フォーク,138,31.4%,133.5,29,9,31,45,50.0%,34.5%,0.182,33,6,1,10,1,0
カットボール,64,14.6%,135.3,9,9,13,16,48.4%,23.1%,0.222,18,4,1,3,0,0
ナックルカーブ,22,5.0%,127.2,1,4,1,13,27.3%,20.0%,0.333,3,1,0,0,0,0
カーブ,16,3.6%,125.8,1,6,1,7,50.0%,33.3%,0.0,1,0,0,0,0,0
