アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,23,28.8%,安打,26,72.2%
フライ,34,42.5%,四死球,9,25.0%
空三振,18,22.5%,失策出塁,1,2.8%
見三振,2,2.5%,野選,0,0.0%
犠打,3,3.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
