HQS率-,SQS率-,被打率.252,被BABIP.275,被出塁率.310,被長打率.408,K/BB2.86,K/96.51,BB/92.28,HR/91.30,GO/AO0.68,援護率-,IPR2.13,NHB%15.0%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
4.04,74.8%,-2.72,-0.31,-1.66,93,12.0,0,0,27.2,13,3,13,
