防御率2.07,試合25,先発25,救援0,連投(試)1,連投(日)1,勝利11,敗戦4,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投1,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.733,156.1,625,2459,15.7,124,9,131,36,6,6,4,0,40,36,1.02,64.0%
