アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,148,35.7%,安打,113,69.3%
フライ,146,35.3%,四死球,41,25.2%
空三振,99,23.9%,失策出塁,9,5.5%
見三振,16,3.9%,野選,0,0.0%
犠打,5,1.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
