条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.217,33,23,5,1,0,0,6,9,1,0,0
対左打者,0.29,41,31,9,2,1,0,10,5,2,2,1
