防御率3.60,試合21,先発0,救援21,連投(試)0,連投(日)0,勝利0,敗戦1,HLD5,Ｓ0,ＨＰ5,ＳＰ0,救勝0,救敗1,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.000,15.0,74,294,19.6,14,0,16,14,3,3,0,1,6,6,1.87,-
