アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,94,49.2%,安打,60,85.7%
フライ,73,38.2%,四死球,9,12.9%
空三振,20,10.5%,失策出塁,1,1.4%
見三振,1,0.5%,野選,0,0.0%
犠打,3,1.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
