左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
37.8% (85),37.8% (85),37.8% (85),23.6% (53),23.6% (53),23.6% (53),38.7% (87),38.7% (87),38.7% (87)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
40.0% (24),- (0),37.0% (61),26.7% (16),- (0),22.4% (37),33.3% (20),- (0),40.6% (67)
