条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.28,166,157,44,12,2,0,14,5,0,2,2
対左投手,0.178,95,90,16,2,0,0,7,3,1,1,0
