打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.214,9,29,28,1,6,1,0,0,7,0,2,0,0,0,1,0,0,0,0,0.214,0.25,0.464
Nighter,0.247,58,232,219,19,54,13,2,0,71,13,19,8,1,1,2,2,1,0,3,0.274,0.324,0.598
