球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,520,59.8%,153.1,63,78,136,170,53.3%,23.2%,0.221,104,23,1,33,10,2
スライダー,169,19.4%,139.2,33,27,27,53,51.5%,37.1%,0.359,39,14,2,10,4,0
ツーシーム,98,11.3%,151.0,11,10,28,27,50.0%,18.0%,0.179,28,5,0,6,0,1
スプリット,82,9.4%,140.7,10,7,12,29,35.4%,21.7%,0.414,29,12,0,5,0,0
