HQS率-,SQS率-,被打率.270,被BABIP.357,被出塁率.336,被長打率.375,K/BB3.18,K/99.53,BB/93.00,HR/90.53,GO/AO0.91,援護率-,IPR2.55,NHB%36.4%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
2.42,77.4%,-1.49,-0.18,-2.16,453,10.1,0,0,51.0,20,20,43,
