月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.200,26,108,100,10,20,4,0,5,39,14,28,7,1,1,0,0,0,0,4,.259,.390,0.649
5月,.222,23,93,81,9,18,1,0,4,31,12,25,8,0,2,0,2,0,0,0,.301,.383,0.684
6月,.171,13,47,41,4,7,0,0,2,13,7,13,5,2,0,0,1,0,0,0,.255,.317,0.572
7月,.229,21,74,70,9,16,1,0,5,32,13,19,4,0,0,0,0,0,0,1,.270,.457,0.727
8月,.272,24,103,92,7,25,2,0,4,39,9,26,9,0,1,0,1,0,0,4,.340,.424,0.764
9月,.231,21,62,52,4,12,1,0,2,19,2,13,10,0,0,0,0,0,0,0,.355,.365,0.72
10月,.286,2,9,7,2,2,0,0,1,5,5,2,2,0,0,0,0,0,0,0,.444,.714,1.159
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
