打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,103,21,0.204,6,33,14,0,2,0.294
2打席目,108,26,0.241,5,31,10,0,1,0.303
3打席目,103,22,0.214,4,22,15,0,0,0.314
4打席目,98,23,0.235,5,30,4,0,0,0.265
5打席目以上,22,5,0.227,2,8,4,0,1,0.333
