左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
55.2% (174),55.2% (174),55.2% (174),23.2% (73),23.2% (73),23.2% (73),21.6% (68),21.6% (68),21.6% (68)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
66.2% (51),65.2% (15),50.2% (108),24.7% (19),17.4% (4),23.3% (50),9.1% (7),17.4% (4),26.5% (57)
