条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.218,333,298,65,6,0,18,87,29,2,0,4
対左投手,0.241,163,145,35,3,0,5,39,16,2,0,0
