チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
日本ハム,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,1,0,1,0,0,0,0,1.0,0.25,-,99.00
ロッテ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天,27.00,2,0,2,0,0,0,0,0,0,0,0,2.0,8,0,1,1,0,6,6,4.5,0.615,-,0.33
オリックス,0.00,1,0,1,0,0,0,0,0,0,0,0,2.0,3,0,2,0,0,0,0,1.5,0.429,-,99.00
