左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
75.0% (6),75.0% (6),75.0% (6),12.5% (1),12.5% (1),12.5% (1),12.5% (1),12.5% (1),12.5% (1)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
66.7% (2),- (0),80.0% (4),33.3% (1),- (0),0.0% (0),0.0% (0),- (0),20.0% (1)
