球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
東京ドーム,.218,30,60,55,4,12,2,0,3,23,5,15,5,1,0,0,0,0,0,3,.283,.418,0.702
甲子園,.125,5,8,8,1,1,1,0,0,2,1,3,0,0,0,0,0,0,0,1,.125,.250,0.375
横浜,.000,5,5,3,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,.200,.000,0.2
マツダスタジアム,.000,4,7,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,.000,.000,0.0
神宮,.167,5,6,6,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,.167,.167,0.333
バンテリンドーム,.500,4,5,4,0,2,0,0,0,2,1,1,0,0,1,0,0,0,0,0,.600,.500,1.1
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
みずほPayPay,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.143,2,7,7,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,.143,.143,0.286
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
