左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
31.3% (20),31.3% (20),31.3% (20),23.4% (15),23.4% (15),23.4% (15),45.3% (29),45.3% (29),45.3% (29)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
35.7% (5),0.0% (0),31.9% (15),35.7% (5),0.0% (0),21.3% (10),28.6% (4),100.0% (3),46.8% (22)
