打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,61,15,0.246,0,16,3,0,0,0.281
2打席目,60,10,0.167,1,19,3,0,0,0.206
3打席目,48,15,0.313,2,13,9,1,0,0.421
4打席目,40,15,0.375,1,7,5,1,1,0.435
5打席目以上,10,3,0.3,0,2,2,0,1,0.385
