背番,名前,席,打率,試合,打席,打数,得点,安打,内安,内安率,２Ｂ,３Ｂ,本塁,HR勝敗,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS,詳細URL,nf3_player_id
10,甲斐拓也,右,.260,68,250,223,17,58,4,6.9,4,0,4,2-2-0,74,20,58,23,5,0,2,2,3,1,75.0,1,2,8,.309,.327,.332,.658,https://nf3.sakura.ne.jp/Central/G/f/10_stat.htm,
