条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.264,164,148,39,2,0,3,39,13,0,1,2
対左投手,0.253,86,75,19,2,0,1,19,10,0,1,0
