防御率1.74,試合24,先発24,救援0,連投(試)0,連投(日)0,勝利9,敗戦6,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投1,完封1,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.600,155.0,604,2384,15.4,111,8,130,41,2,3,1,0,31,30,0.98,79.2%
