打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,9,2,0.222,1,2,1,0,0,0.3
2打席目,9,2,0.222,0,2,1,0,0,0.3
3打席目,10,1,0.1,0,0,0,0,0,0.1
4打席目,9,1,0.111,0,4,0,0,0,0.111
5打席目以上,2,0,0.0,0,0,1,0,0,0.333
