アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,16,38.1%,安打,6,60.0%
フライ,17,40.5%,四死球,3,30.0%
空三振,4,9.5%,失策出塁,1,10.0%
見三振,5,11.9%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
