左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
46.2% (18),46.2% (18),46.2% (18),10.3% (4),10.3% (4),10.3% (4),43.6% (17),43.6% (17),43.6% (17)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
60.0% (3),0.0% (0),45.5% (15),0.0% (0),0.0% (0),12.1% (4),40.0% (2),100.0% (1),42.4% (14)
