球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,98,47.6%,146.9,3,13,28,38,44.9%,6.4%,.200,20,4,0,4,2,0
カーブ,17,8.3%,116.3,0,6,0,7,35.3%,0.0%,.000,4,0,0,0,1,0
フォーク,17,8.3%,136.7,4,1,2,8,41.2%,50.0%,.000,4,0,0,2,0,0
スプリット,16,7.8%,138.0,1,0,3,6,25.0%,10.0%,.000,6,0,0,0,0,0
カットボール,13,6.3%,137.5,0,3,3,5,46.2%,0.0%,.500,2,1,1,0,0,0
スライダー,12,5.8%,128.8,1,2,3,4,50.0%,16.7%,.000,4,0,0,2,0,0
ツーシーム,11,5.3%,145.6,2,2,3,2,63.6%,28.6%,.000,2,0,0,0,0,0
チェンジアップ,10,4.9%,131.9,0,2,3,1,50.0%,0.0%,.000,4,0,0,0,0,0
ナックルカーブ,6,2.9%,128.8,1,0,0,4,16.7%,50.0%,.000,1,0,0,0,0,0
パワーカーブ,3,1.5%,122.7,0,2,0,1,66.7%,-%,.000,1,0,0,1,0,0
シンカー,2,1.0%,144.0,0,0,0,1,0.0%,0.0%,1.000,1,1,0,0,0,0
パーム,1,0.5%,121.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
