球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
エスコンＦ,1.80,12,0,12,3,0,5,0,8,3,3,0,10.0,8,0,11,4,2,2,2,1.2,0.216,-,5.00
みずほPayPay,0.00,4,0,4,0,0,2,0,2,0,0,0,4.1,3,0,7,2,1,0,0,1.15,0.188,-,99.00
ZOZOマリン,0.00,2,0,2,0,0,1,1,1,1,0,0,2.1,0,0,0,2,0,0,0,0.86,0.0,-,99.00
楽天モバイル,0.00,4,0,4,0,0,3,0,3,0,0,0,3.1,2,0,3,0,0,0,0,0.6,0.167,-,99.00
京セラD大阪,0.00,2,0,2,0,0,1,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0.0,0.0,-,99.00
ベルーナドーム,3.86,3,0,3,0,1,1,0,1,0,0,1,2.1,2,1,2,0,0,1,1,0.86,0.25,-,2.33
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
