チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,0.0,9,0,9,3,0,3,0,6,3,3,0,8.1,6,0,10,4,1,0,0,1.2,0.2,-,99.0
ロッテ,0.0,4,0,4,0,0,3,1,3,1,0,0,4.0,1,0,1,3,0,0,0,1.0,0.077,-,99.0
楽天,0.0,6,0,6,0,0,4,0,4,0,0,0,5.1,2,0,7,0,1,0,0,0.38,0.111,-,99.0
オリックス,0.0,4,0,4,0,0,2,0,2,0,0,0,3.2,1,0,3,0,0,0,0,0.27,0.083,-,99.0
西武,9.0,4,0,4,0,1,1,0,1,0,0,1,3.0,5,1,3,1,1,3,3,2.0,0.385,-,1.0
