アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,6,25.0%,安打,8,57.1%
フライ,10,41.7%,四死球,6,42.9%
空三振,2,8.3%,失策出塁,0,0.0%
見三振,4,16.7%,野選,0,0.0%
犠打,2,8.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
