アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,86,36.1%,安打,70,66.7%
フライ,85,35.7%,四死球,34,32.4%
空三振,47,19.7%,失策出塁,0,0.0%
見三振,14,5.9%,野選,1,1.0%
犠打,6,2.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
