条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.241,149,137,33,6,0,2,28,9,1,2,0
対左打者,0.227,194,163,37,2,4,2,33,21,3,4,3
