防御率4.04,試合15,先発14,救援1,連投(試)0,連投(日)0,勝利7,敗戦8,HLD0,Ｓ0,ＨＰ1,ＳＰ1,救勝1,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.467,82.1,343,1300,15.8,70,4,61,30,1,4,6,0,41,37,1.21,50.0%
