球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,381,29.3%,147.4,15,78,74,148,43.8%,9.7%,0.183,71,13,0,13,14,1
スライダー,257,19.8%,139.8,31,57,33,90,47.1%,28.2%,0.26,50,13,1,4,2,2
チェンジアップ,250,19.2%,133.2,56,28,43,74,50.8%,37.8%,0.262,65,17,2,17,5,0
ツーシーム,247,19.0%,146.5,11,49,35,91,38.5%,10.3%,0.299,67,20,1,6,6,0
カーブ,151,11.6%,125.6,25,19,26,56,46.4%,32.9%,0.152,46,7,0,21,2,1
カットボール,14,1.1%,139.2,1,4,0,8,35.7%,50.0%,0.0,1,0,0,0,0,0
