条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.368,62,57,21,2,0,2,0,0,2,3,0,0.39
1-0より,0.233,31,30,7,2,1,0,0,0,0,0,1,0.226
2-0より,0.222,11,9,2,1,0,0,0,1,0,0,1,0.273
3-0より,1.0,6,1,1,0,0,1,0,5,0,0,0,1.0
0-1より,0.302,47,43,13,2,0,1,0,0,0,2,2,0.289
1-1より,0.241,55,54,13,1,1,1,0,0,0,1,0,0.241
2-1より,0.304,23,23,7,1,0,0,0,0,0,0,0,0.304
3-1より,0.143,14,7,1,0,0,0,0,7,0,0,0,0.571
0-2より,0.114,35,35,4,1,0,0,8,0,0,0,0,0.114
1-2より,0.173,76,75,13,0,0,0,26,0,1,0,0,0.184
2-2より,0.127,72,71,9,2,0,0,28,0,0,0,1,0.125
3-2より,0.129,45,31,4,0,0,1,10,13,1,0,0,0.4
