球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,751,42.6%,142.8,27,183,137,239,46.2%,8.2%,0.193,192,37,3,34,15,1
カットボール,433,24.6%,130.2,53,74,77,133,47.1%,23.5%,0.179,123,22,1,28,3,2
ツーシーム,409,23.2%,133.9,35,72,69,141,43.0%,17.9%,0.323,93,30,2,4,4,1
フォーク,80,4.5%,133.0,8,7,20,31,43.8%,19.0%,0.111,18,2,0,4,4,0
スラーブ,51,2.9%,108.2,3,9,3,34,29.4%,37.5%,0.0,3,0,0,1,0,0
チェンジアップ,19,1.1%,124.6,2,1,0,11,15.8%,28.6%,0.667,6,4,0,1,0,0
スライダー,18,1.0%,107.6,0,5,0,12,27.8%,0.0%,0.0,1,0,0,0,0,0
