条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.203,264,241,49,6,0,4,42,16,2,2,3
対左打者,0.236,213,195,46,6,2,2,30,10,2,4,2
