球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
バンテリンドーム,2.08,16,16,0,9,2,0,0,0,0,0,0,99.2,74,4,59,21,4,25,23,0.95,0.207,4.22,-
東京ドーム,0.00,1,1,0,0,1,0,0,0,0,0,0,5.0,7,1,3,1,0,4,0,1.6,0.35,0.00,-
甲子園,0.00,1,1,0,1,0,0,0,0,0,0,0,8.0,4,0,5,1,0,0,0,0.63,0.148,1.00,-
横浜,27.00,1,1,0,0,1,0,0,0,0,0,0,1.1,4,1,2,2,0,4,4,4.5,0.5,0.00,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,1.50,1,1,0,1,0,0,0,0,0,0,0,6.0,6,0,3,1,0,1,1,1.17,0.261,2.57,-
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
