球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ZOZOマリン,.290,32,83,69,7,20,4,0,1,27,8,16,12,1,1,1,0,0,0,0,.402,.391,0.794
みずほPayPay,.556,3,11,9,2,5,1,0,1,9,6,1,2,0,0,0,0,1,0,0,.636,1.000,1.636
エスコンＦ,.333,7,20,18,2,6,0,0,0,6,2,4,0,0,2,0,0,2,0,0,.400,.333,0.733
楽天モバイル,.240,8,26,25,3,6,1,0,0,7,0,6,1,0,0,0,0,0,0,0,.269,.280,0.549
京セラD大阪,.125,6,19,16,2,2,0,1,0,4,1,5,0,0,2,1,0,0,0,0,.222,.250,0.472
ベルーナドーム,1.000,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,2.0
Pa その他,.000,3,9,8,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,.111,.000,0.111
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,.500,1,3,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,.667,.500,1.167
横浜,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.250,3,8,8,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,.250,.250,0.5
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
