球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,98,38.0%,147.9,4,16,20,38,40.8%,9.1%,.375,24,9,2,4,5,0
スライダー,46,17.8%,133.1,6,11,6,16,50.0%,31.6%,.250,8,2,0,2,0,0
カットボール,33,12.8%,138.3,6,5,5,8,48.5%,30.0%,.375,8,3,0,0,0,0
フォーク,22,8.5%,135.9,8,2,1,11,50.0%,88.9%,.000,4,0,0,4,0,0
カーブ,14,5.4%,114.9,2,1,2,6,35.7%,28.6%,.000,3,0,0,0,0,0
チェンジアップ,14,5.4%,128.3,5,0,1,7,42.9%,71.4%,.000,3,0,0,2,0,0
スプリット,11,4.3%,141.4,1,1,3,2,45.5%,12.5%,.250,4,1,0,0,0,0
ツーシーム,9,3.5%,139.0,1,2,2,2,55.6%,20.0%,.000,2,0,0,0,0,0
ナックルカーブ,6,2.3%,124.8,0,1,0,4,16.7%,0.0%,.000,1,0,0,0,0,0
パワーカーブ,2,0.8%,122.5,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
縦スライダー,1,0.4%,133.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
シンカー,1,0.4%,143.0,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
シュート,1,0.4%,141.0,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
