月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.286,9,16,14,0,4,1,1,0,7,3,2,2,0,0,0,0,0,0,0,.375,.500,0.875
5月,.050,8,22,20,0,1,0,0,0,1,0,12,1,0,0,1,0,0,0,0,.095,.050,0.145
6月,.167,6,12,12,2,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,.167,.250,0.417
7月,.111,8,10,9,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,.200,.111,0.311
8月,.125,4,10,8,1,1,0,0,0,1,1,4,1,0,0,0,1,0,0,0,.200,.125,0.325
9月,.333,3,4,3,2,1,0,0,1,4,2,0,0,0,1,0,0,0,0,0,.500,1.333,1.833
10月,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
