球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,132,56.4%,145.5,8,30,26,47,48.5%,14.5%,0.179,28,5,0,7,4,0
カットボール,35,15.0%,134.4,6,4,6,11,45.7%,30.0%,0.444,9,4,1,1,0,0
カーブ,33,14.1%,114.9,2,5,4,16,33.3%,16.7%,0.25,8,2,1,2,0,0
スライダー,19,8.1%,123.2,3,1,1,11,26.3%,42.9%,0.2,5,1,0,2,1,0
フォーク,15,6.4%,133.4,0,3,2,6,33.3%,0.0%,0.5,4,2,1,0,0,0
