アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,7,17.5%,安打,14,73.7%
フライ,21,52.5%,四死球,5,26.3%
空三振,9,22.5%,失策出塁,0,0.0%
見三振,3,7.5%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
