条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.273,37,33,9,0,0,2,8,4,0,0,0
対左打者,0.238,22,21,5,1,1,1,4,1,0,0,0
