条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.241,100,87,21,5,0,1,21,10,0,3,0
対左打者,0.196,114,97,19,5,1,0,23,14,0,3,0
