球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,375,43.1%,147.0,18,62,80,133,42.7%,10.0%,.295,88,26,0,12,10,0
カーブ,258,29.7%,122.2,18,83,38,92,53.9%,21.7%,.211,38,8,0,11,9,0
フォーク,208,23.9%,132.1,55,15,34,72,50.0%,45.5%,.094,53,5,0,21,3,0
スライダー,27,3.1%,131.2,3,4,8,7,55.6%,18.8%,.200,5,1,1,0,0,0
シュート,2,0.2%,144.5,0,0,1,1,50.0%,0.0%,-,0,0,0,0,0,0
