左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
36.4% (4),36.4% (4),36.4% (4),18.2% (2),18.2% (2),18.2% (2),45.5% (5),45.5% (5),45.5% (5)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
33.3% (1),- (0),37.5% (3),0.0% (0),- (0),25.0% (2),66.7% (2),- (0),37.5% (3)
