球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,21,37.5%,148.7,3,2,5,7,47.6%,25.0%,.000,6,0,0,2,0,0
チェンジアップ,10,17.9%,136.5,1,1,1,2,30.0%,14.3%,.600,5,3,0,0,0,0
フォーク,8,14.3%,136.6,1,1,3,2,62.5%,20.0%,.000,1,0,0,0,0,0
スライダー,7,12.5%,135.0,3,2,1,1,85.7%,75.0%,.000,1,0,0,1,0,0
スプリット,3,5.4%,139.5,1,0,0,1,33.3%,50.0%,.000,1,0,0,0,0,0
ツーシーム,3,5.4%,146.3,1,0,1,1,66.7%,50.0%,-,0,0,0,0,0,0
ナックルカーブ,2,3.6%,130.5,1,1,0,0,100.0%,100.0%,.000,1,0,0,1,0,0
カットボール,2,3.6%,139.0,0,0,1,0,50.0%,0.0%,-,0,0,0,0,0,0
