球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
京セラD大阪,.298,53,226,205,15,61,5,0,4,78,23,48,12,2,3,4,2,0,0,2,.342,.380,0.723
みずほPayPay,.282,10,43,39,2,11,0,0,2,17,8,8,4,0,0,0,0,0,0,0,.349,.436,0.785
エスコンＦ,.313,12,53,48,5,15,2,0,0,17,4,11,3,0,1,1,0,0,1,1,.365,.354,0.72
ZOZOマリン,.250,9,41,36,5,9,1,0,2,16,5,8,4,0,0,1,0,0,0,2,.325,.444,0.769
楽天モバイル,.327,12,58,52,8,17,1,0,1,21,5,7,5,0,0,0,1,0,1,0,.379,.404,0.783
ベルーナドーム,.143,9,38,35,3,5,0,0,0,5,1,13,2,1,1,0,0,0,0,1,.211,.143,0.353
Pa その他,.286,2,8,7,1,2,0,0,0,2,0,2,1,0,0,0,0,0,0,1,.375,.286,0.661
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,.250,3,15,12,2,3,0,0,1,6,4,2,2,0,0,0,1,0,0,0,.333,.500,0.833
バンテリンドーム,.286,3,14,14,1,4,1,0,0,5,2,3,0,0,0,0,0,0,0,0,.286,.357,0.643
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
