チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.268,22,91,82,5,22,2,0,2,30,9,16,8,1,1,0,0,0,0,0,0.341,0.366,0.707
日本ハム,0.287,22,95,87,7,25,3,0,1,31,5,20,5,1,1,2,0,0,1,1,0.333,0.356,0.69
ロッテ,0.329,18,81,73,8,24,1,0,2,31,8,15,7,0,0,1,0,0,0,4,0.388,0.425,0.812
楽天,0.351,22,103,94,13,33,2,0,2,41,12,19,7,0,0,1,1,0,1,1,0.392,0.436,0.828
西武,0.194,20,83,72,5,14,1,0,2,21,12,22,4,1,3,2,2,0,0,1,0.259,0.292,0.551
