打率.283,試合113,打席496,打数448,得点42,安打127,内安6,内安率4.7,２Ｂ10,３Ｂ0,本塁10,HR勝敗8-1-1,塁打167,打点52,三振102
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
33,3,5,6,4,0,2,0.0,7,0,12,.330,.337,.373,.710
