球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,835,44.2%,147.7,62,120,207,279,46.6%,14.2%,.349,192,67,6,31,16,4
スライダー,270,14.3%,130.2,31,40,42,114,41.9%,26.7%,.217,60,13,1,17,4,0
フォーク,224,11.9%,135.3,51,28,42,68,54.0%,39.8%,.133,60,8,1,26,3,0
カットボール,157,8.3%,138.2,16,28,26,52,44.6%,20.8%,.289,38,11,0,6,4,0
チェンジアップ,102,5.4%,128.9,16,11,21,36,47.1%,29.1%,.409,22,9,0,4,1,0
スプリット,72,3.8%,140.7,16,7,16,19,54.2%,34.8%,.130,23,3,0,9,2,0
カーブ,70,3.7%,115.6,3,21,7,29,44.3%,15.0%,.364,11,4,1,1,0,0
ツーシーム,68,3.6%,143.6,6,7,15,22,41.2%,15.4%,.333,21,7,0,3,0,1
シュート,35,1.9%,143.0,5,2,11,11,51.4%,22.7%,.250,8,2,1,2,0,0
ナックルカーブ,17,0.9%,125.2,2,2,2,9,35.3%,33.3%,.000,2,0,0,0,0,0
縦スライダー,16,0.8%,132.4,2,4,2,5,50.0%,28.6%,.250,4,1,0,1,0,0
シンカー,10,0.5%,136.0,0,3,1,3,40.0%,0.0%,.000,4,0,0,1,0,0
パワーカーブ,8,0.4%,121.3,0,1,2,5,37.5%,0.0%,-,0,0,0,0,0,0
スクリュー,2,0.1%,124.0,0,0,2,0,100.0%,0.0%,-,0,0,0,0,0,0
高速スライダー,2,0.1%,138.0,1,0,0,0,50.0%,50.0%,.500,2,1,0,1,0,0
スローカーブ,1,0.1%,96.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
ワンシーム,1,0.1%,-,0,0,0,0,0.0%,0.0%,1.000,1,1,0,0,0,0
