打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,103,29,0.282,1,20,6,1,1,0.318
2打席目,101,27,0.267,1,22,8,1,1,0.318
3打席目,102,30,0.294,5,18,7,1,0,0.339
4打席目,95,25,0.263,0,28,9,2,2,0.321
5打席目以上,45,16,0.356,3,12,8,1,0,0.453
