アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,126,38.9%,安打,127,73.8%
フライ,90,27.8%,四死球,38,22.1%
空三振,76,23.5%,失策出塁,7,4.1%
見三振,26,8.0%,野選,0,0.0%
犠打,6,1.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
