アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,47,34.1%,安打,42,72.4%
フライ,55,39.9%,四死球,13,22.4%
空三振,30,21.7%,失策出塁,3,5.2%
見三振,6,4.3%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
