種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,1.59,3,3,0,2,0,0,0,0,0,0,0,17.0,14,0,11,1,1,4,3,0.88,0.222,4.76,-
Nighter,2.56,6,6,0,3,1,0,0,0,0,0,0,31.2,28,1,25,10,1,9,9,1.2,0.237,2.91,-
