種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,2.25,4,0,4,1,0,0,0,1,1,1,0,4.0,2,0,2,1,0,1,1,0.75,0.154,-,4.0
Nighter,2.61,20,2,18,1,1,1,0,2,1,1,0,31.0,29,2,24,8,2,12,9,1.19,0.257,3.38,3.13
