球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,254,47.6%,145.3,18,56,58,72,52.0%,14.3%,0.237,59,14,1,12,3,2
カットボール,208,39.0%,141.1,21,34,33,79,42.3%,22.1%,0.283,53,15,1,13,4,0
フォーク,49,9.2%,133.0,3,4,4,31,22.4%,21.4%,0.125,8,1,0,1,1,0
スライダー,23,4.3%,131.4,0,8,3,6,47.8%,0.0%,0.167,6,1,0,0,0,0
