守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
二塁手,.325,22,93,83,8,27,6,2,0,37,8,9,10,0,0,0,0,3,1,2,.398,.446,0.844
三塁手,.300,61,266,240,23,72,11,1,2,91,23,18,21,5,3,1,1,5,3,2,.362,.379,0.741
遊撃手,.316,50,209,196,20,62,7,1,1,74,16,20,10,0,1,1,1,4,2,4,.351,.378,0.729
左翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.000,5,5,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,.500,.000,0.5
