打率.309,試合138,打席573,打数521,得点51,安打161,内安18,内安率11.2,２Ｂ24,３Ｂ4,本塁3,HR勝敗2-1-0,塁打202,打点47,三振47
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
42,6,5,3,2,12,7,63.2,8,0,9,.413,.365,.388,.753
