アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,158,43.6%,安打,161,75.6%
フライ,154,42.5%,四死球,47,22.1%
空三振,42,11.6%,失策出塁,3,1.4%
見三振,5,1.4%,野選,2,0.9%
犠打,3,0.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
